,Player,Age,MP,Starts,Min,90s,Gls,Ast,Height,Market Value,Year,Foot_both,Foot_left,Foot_right,Pos_x_DF,Pos_x_FW,Pos_x_GK,Pos_x_MF,Squad_OTHER,Squad_TOP_6,Nation_BRTSH,Nation_EU,Nation_WORLD
379,Charlie Taylor,25,24,22,1945,21.6,0,1,176.0,4400000.0,2019.0,0,1,0,1,0,0,0,1,0,1,0,0
380,Neil Taylor,30,14,11,1091,12.1,0,0,176.0,1650000.0,2019.0,0,1,0,1,0,0,0,1,0,1,0,0
381,Nathan Tella,20,1,0,3,0.0,0,0,173.0,2200000.0,2019.0,0,0,1,0,1,0,0,1,0,1,0,0
382,Alexander Tettey,33,30,28,2338,26.0,1,1,181.0,1760000.0,2019.0,0,0,1,1,0,0,0,1,0,0,1,0
383,Luke Thomas,18,3,3,267,3.0,0,1,181.0,5500000.0,2019.0,0,1,0,1,0,0,0,1,0,1,0,0
384,Youri Tielemans,22,37,32,2828,31.4,3,6,176.0,60500000.0,2019.0,0,0,1,0,0,0,1,1,0,0,1,0
385,Kieran Tierney,22,15,12,989,11.0,1,1,180.0,35200000.0,2019.0,0,1,0,1,0,0,0,0,1,1,0,0
386,James Tomkins,30,18,18,1582,17.6,1,1,192.0,2750000.0,2019.0,0,0,1,1,0,0,0,1,0,1,0,0
387,Fikayo Tomori,21,15,15,1291,14.3,1,0,184.0,30800000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
388,Cenk Tosun,28,5,2,291,3.2,1,0,183.0,5500000.0,2019.0,0,0,1,0,1,0,0,1,0,0,1,0
389,Cenk Tosun,28,5,2,177,2.0,1,0,183.0,5500000.0,2019.0,0,0,1,0,1,0,0,1,0,0,1,0
390,Andros Townsend,28,24,14,1294,14.4,1,1,181.0,7700000.0,2019.0,0,1,0,0,0,0,1,1,0,1,0,0
391,Adama Traoré,23,37,27,2605,28.9,4,9,178.0,33000000.0,2019.0,0,0,1,0,0,0,1,1,0,0,1,0
392,Mark Travers,20,1,1,90,1.0,0,0,191.0,275000.0,2019.0,0,0,1,0,0,1,0,1,0,1,0,0
393,Leandro Trossard,24,31,22,2011,22.3,5,3,172.0,18700000.0,2019.0,0,0,1,0,0,0,1,1,0,0,1,0
394,Tom Trybull,26,16,14,1130,12.6,0,0,181.0,3520000.0,2019.0,0,0,1,0,0,0,1,1,0,0,1,0
395,Axel Tuanzebe,21,5,2,189,2.1,0,0,185.0,8800000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
396,Yan Valery,20,11,10,779,8.7,0,0,180.0,3300000.0,2019.0,0,0,1,1,0,0,0,1,0,0,1,0
397,Jamie Vardy,32,35,34,3033,33.7,23,5,179.0,7700000.0,2019.0,0,0,1,0,1,0,0,1,0,1,0,0
398,Jannik Vestergaard,26,19,17,1497,16.6,1,0,199.0,19800000.0,2019.0,1,0,0,1,0,0,0,1,0,0,1,0
399,Rúben Vinagre,20,16,6,652,7.2,0,0,174.0,5500000.0,2019.0,0,1,0,1,0,0,0,1,0,0,1,0
400,Jake Vokins,19,1,1,90,1.0,0,0,180.0,275000.0,2019.0,0,1,0,1,0,0,0,1,0,1,0,0
401,Theo Walcott,30,25,17,1287,14.3,2,3,175.0,5500000.0,2019.0,1,0,0,0,1,0,0,1,0,1,0,0
402,Theo Walcott,30,25,17,1287,14.3,2,3,175.0,5500000.0,2019.0,1,0,0,0,1,0,0,1,0,1,0,0
403,Kyle Walker,29,29,28,2392,26.6,1,4,183.0,30800000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
404,Kyle Walker-Peters,22,10,7,703,7.8,0,0,173.0,19800000.0,2019.0,0,0,1,1,0,0,0,1,0,1,0,0
405,Kyle Walker-Peters,22,3,3,241,2.7,0,0,173.0,19800000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
406,Aaron Wan-Bissaka,21,35,34,3070,34.1,0,4,183.0,44000000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
407,Joel Ward,29,29,27,2382,26.5,0,0,186.0,2750000.0,2019.0,0,0,1,1,0,0,0,1,0,1,0,0
408,James Ward-Prowse,24,38,38,3420,38.0,5,3,177.0,33000000.0,2019.0,0,0,1,1,0,0,0,1,0,1,0,0
409,Adam Webster,24,31,31,2668,29.6,3,1,190.0,19800000.0,2019.0,0,0,1,1,0,0,0,1,0,1,0,0
410,Danny Welbeck,28,18,8,822,9.1,2,0,185.0,4400000.0,2019.0,0,0,1,0,0,0,1,1,0,1,0,0
411,Danny Welbeck,28,18,8,822,9.1,2,0,185.0,6050000.0,2019.0,0,0,1,0,0,0,1,1,0,1,0,0
412,Ashley Westwood,29,35,35,3150,35.0,2,6,174.0,5500000.0,2019.0,0,0,1,0,0,0,1,1,0,1,0,0
413,Connor Wickham,26,6,0,96,1.1,1,1,189.0,1100000.0,2019.0,0,0,1,0,0,0,1,1,0,1,0,0
414,Georginio Wijnaldum,28,37,35,2935,32.6,4,0,175.0,33000000.0,2019.0,0,0,1,0,0,0,1,0,1,0,1,0
415,Brandon Williams,18,17,11,1006,11.2,1,0,180.0,11000000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
416,Neco Williams,18,6,3,230,2.6,0,0,183.0,8800000.0,2019.0,0,0,1,1,0,0,0,0,1,1,0,0
417,Willian,30,36,29,2600,28.9,9,7,175.0,9900000.0,2019.0,0,0,1,0,1,0,0,0,1,0,0,1
418,Joe Willock,19,29,8,857,9.5,1,1,186.0,17600000.0,2019.0,0,0,1,0,1,0,0,0,1,1,0,0
419,Joe Willock,19,29,8,857,9.5,1,1,186.0,17600000.0,2019.0,0,0,1,0,1,0,0,0,1,1,0,0
420,Jack Wilshere,27,8,2,215,2.4,0,0,172.0,2750000.0,2019.0,0,1,0,0,0,0,1,1,0,1,0,0
421,Callum Wilson,27,35,32,2908,32.3,8,1,180.0,24200000.0,2019.0,0,0,1,0,1,0,0,1,0,1,0,0
422,Callum Wilson,27,35,32,2908,32.3,8,1,180.0,26400000.0,2019.0,0,0,1,0,1,0,0,1,0,1,0,0
423,Harry Wilson,22,31,20,1646,18.3,7,0,173.0,18700000.0,2019.0,0,1,0,0,1,0,0,1,0,1,0,0
424,Harry Wilson,22,31,20,1646,18.3,7,0,173.0,19250000.0,2019.0,0,1,0,0,1,0,0,1,0,1,0,0
425,Harry Winks,23,31,26,2221,24.7,0,0,178.0,22000000.0,2019.0,0,0,1,0,0,0,1,0,1,1,0,0
426,Chris Wood,27,32,29,2437,27.1,14,1,191.0,8800000.0,2019.0,0,0,1,0,1,0,0,1,0,0,0,1
427,Granit Xhaka,26,31,30,2586,28.7,1,2,186.0,24200000.0,2019.0,0,1,0,0,0,0,1,0,1,0,1,0
428,Andriy Yarmolenko,29,23,10,991,11.0,5,1,189.0,4400000.0,2019.0,0,1,0,0,1,0,0,1,0,0,1,0
429,DeAndre Yedlin,26,16,10,938,10.4,1,0,173.0,5500000.0,2019.0,0,0,1,1,0,0,0,1,0,0,0,1
430,Wilfried Zaha,26,38,37,3280,36.4,4,3,180.0,49500000.0,2019.0,0,0,1,0,1,0,0,1,0,0,0,1
431,Christoph Zimmermann,26,17,16,1430,15.9,0,1,194.0,3080000.0,2019.0,0,0,1,1,0,0,0,1,0,0,1,0
432,Oleksandr Zinchenko,22,19,13,1276,14.2,0,0,175.0,27500000.0,2019.0,0,1,0,1,0,0,0,0,1,0,1,0
433,Kurt Zouma,24,28,25,2344,26.0,0,0,190.0,35200000.0,2019.0,0,0,1,1,0,0,0,0,1,0,1,0
434,Patrick van Aanholt,29,22,20,1777,19.7,0,1,176.0,7700000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
435,Tammy Abraham,22,22,12,1040,11.6,6,1,190.0,41800000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
436,Tosin Adarabioyo,22,33,33,2953,32.8,0,0,196.0,13200000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
437,Adrián,33,3,3,270,3.0,0,0,190.0,1100000.0,2020.0,0,0,1,0,0,1,0,0,1,0,1,0
438,Sergio Agüero,32,12,7,559,6.2,4,1,173.0,19800000.0,2020.0,0,0,1,0,0,0,1,0,1,0,0,1
439,Ola Aina,23,31,31,2664,29.6,2,1,184.0,6600000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
440,Rayan Aït Nouri,19,21,16,1404,15.6,1,1,179.0,19800000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
441,Semi Ajayi,26,33,31,2780,30.9,2,0,193.0,6600000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
442,Nathan Aké,25,10,9,797,8.9,1,0,180.0,35200000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
443,Nathan Aké,25,10,9,797,8.9,1,0,180.0,30800000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
444,Marc Albrighton,30,31,17,1746,19.4,1,5,175.0,4400000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
445,Toby Alderweireld,31,25,25,2240,24.9,1,0,187.0,12100000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
446,Rúnar Alex Rúnarsson,25,1,0,16,0.2,0,0,186.0,1650000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
447,Trent Alexander-Arnold,21,36,34,3031,33.7,2,7,180.0,82500000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
448,Ezgjan Alioski,28,36,29,2461,27.3,2,3,171.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,0,0,1
449,Alisson,27,33,33,2970,33.0,1,0,191.0,66000000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
450,Allan,29,24,23,2051,22.8,0,0,175.0,24200000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
451,Dele Alli,24,15,7,620,6.9,0,1,188.0,33000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
452,Miguel Almirón,26,34,28,2429,27.0,4,1,174.0,17600000.0,2020.0,0,1,0,0,1,0,0,1,0,0,0,1
453,Marcos Alonso,29,13,11,960,10.7,2,0,189.0,13200000.0,2020.0,0,1,0,1,0,0,0,0,1,0,1,0
454,Steven Alzate,21,15,10,896,10.0,1,0,180.0,6600000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
455,Daniel Amartey,25,12,8,722,8.0,1,0,186.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
456,Ethan Ampadu,19,25,23,2089,23.2,0,0,182.0,16500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
457,Ethan Ampadu,19,25,23,2089,23.2,0,0,182.0,16500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
458,Joachim Andersen,24,31,30,2730,30.3,1,1,192.0,24200000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
459,Elliot Anderson,17,1,0,4,0.0,0,0,179.0,220000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
460,Felipe Anderson,27,2,0,3,0.0,0,0,175.0,11000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
461,Michail Antonio,30,26,24,1974,21.9,10,5,180.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
462,Alphonse Areola,27,36,36,3240,36.0,0,0,195.0,18700000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
463,Stuart Armstrong,28,33,32,2764,30.7,4,5,183.0,8800000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
464,Kepa Arrizabalaga,25,7,6,585,6.5,0,0,186.0,14300000.0,2020.0,0,0,1,0,0,1,0,0,1,0,1,0
465,Pierre-Emerick Aubameyang,31,29,26,2332,25.9,10,3,187.0,27500000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
466,Serge Aurier,27,19,19,1605,17.8,2,3,176.0,22000000.0,2020.0,0,0,1,1,0,0,0,0,1,0,0,1
467,Charlie Austin,31,5,0,138,1.5,0,0,188.0,2200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
468,Jordan Ayew,28,33,23,2096,23.3,1,3,182.0,8800000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
469,Luke Ayling,28,38,38,3399,37.8,0,0,183.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
470,César Azpilicueta,30,26,24,2188,24.3,1,2,178.0,14300000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
471,Eric Bailly,26,12,10,916,10.2,0,0,187.0,16500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,0,1
472,Fabián Balbuena,28,14,13,1198,13.3,1,0,188.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
473,George Baldock,27,32,32,2787,31.0,0,2,178.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
474,Gareth Bale,31,20,10,920,10.2,11,2,185.0,19800000.0,2020.0,0,1,0,0,1,0,0,0,1,1,0,0
475,Patrick Bamford,26,38,37,3050,33.9,17,7,185.0,24200000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
476,Phil Bardsley,35,4,3,274,3.0,0,0,180.0,330000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
477,Ross Barkley,26,24,18,1531,17.0,3,1,185.0,22000000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
478,Ross Barkley,26,24,18,1531,17.0,3,1,185.0,22000000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
479,Ross Barkley,26,2,0,42,0.5,0,0,185.0,22000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
480,Ross Barkley,26,2,0,42,0.5,0,0,185.0,22000000.0,2020.0,0,0,1,0,0,0,1,0,1,1,0,0
481,Ashley Barnes,30,22,15,1331,14.8,3,0,186.0,3850000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
482,Harvey Barnes,22,25,22,1945,21.6,9,4,182.0,38500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
483,Kyle Bartley,29,30,28,2584,28.7,3,1,194.0,2750000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
484,Chris Basham,32,31,31,2576,28.6,0,1,190.0,2200000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
485,Michy Batshuayi,26,18,7,728,8.1,2,1,185.0,11000000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
486,Michy Batshuayi,26,18,7,728,8.1,2,1,185.0,11000000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
487,Jan Bednarek,24,36,36,3100,34.4,1,1,189.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
488,Donny van de Beek,23,19,4,524,5.8,1,1,184.0,33000000.0,2020.0,0,0,1,0,1,0,0,0,1,0,1,0
489,Héctor Bellerín,25,25,24,2089,23.2,1,2,178.0,27500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
490,Saïd Benrahma,24,30,14,1391,15.5,1,6,172.0,24200000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
491,Josh Benson,20,6,2,264,2.9,0,0,175.0,440000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
492,Christian Benteke,29,30,21,1816,20.2,10,1,190.0,9900000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
493,Gaetano Berardi,31,2,1,113,1.3,0,0,179.0,330000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
494,Sander Berge,22,15,13,1120,12.4,1,1,195.0,19800000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
495,Steven Bergwijn,22,21,13,1208,13.4,1,3,178.0,24200000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
496,Bernard,27,12,3,455,5.1,1,0,164.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
497,Bernardo,25,3,2,206,2.3,0,0,186.0,4400000.0,2020.0,0,1,0,0,0,0,1,1,0,0,0,1
498,Ryan Bertrand,30,29,29,2598,28.9,0,1,179.0,8800000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
499,Yves Bissouma,23,36,35,3111,34.6,1,0,182.0,27500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
500,Jayden Bogle,20,16,12,1110,12.3,2,0,178.0,7700000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
501,Willy Boly,29,21,21,1879,20.9,1,1,195.0,15400000.0,2020.0,0,0,1,1,0,0,0,1,0,0,0,1
502,Jarrod Bowen,23,38,30,2562,28.5,8,5,175.0,33000000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
503,Robbie Brady,28,19,12,1052,11.7,1,1,176.0,3300000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
504,Rhian Brewster,20,27,12,1128,12.5,0,0,180.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
505,Rhian Brewster,20,27,12,1128,12.5,0,0,180.0,13200000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
506,Nathan Broadhead,22,1,0,3,0.0,0,0,178.0,550000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
507,Josh Brownhill,24,33,32,2813,31.3,0,1,179.0,7700000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
508,Joe Bryan,26,16,7,669,7.4,1,0,173.0,5500000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
509,Kean Bryan,23,13,12,1004,11.2,1,0,185.0,2200000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
510,Oliver Burke,23,25,14,1269,14.1,1,1,188.0,6600000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
511,Dan Burn,28,27,23,2061,22.9,1,0,201.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
512,Jack Butland,27,1,1,90,1.0,0,0,196.0,2200000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
513,David Button,31,1,1,90,1.0,0,0,191.0,1100000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
514,Oskar Buur,22,1,0,22,0.2,0,0,180.0,330000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
515,Willy Caballero,38,1,1,90,1.0,0,0,186.0,275000.0,2020.0,0,0,1,0,0,1,0,0,1,0,0,1
516,Gary Cahill,34,20,20,1800,20.0,1,1,193.0,1650000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
517,Tom Cairney,29,10,9,759,8.4,1,1,185.0,9900000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
518,Dominic Calvert-Lewin,23,33,32,2871,31.9,16,0,189.0,49500000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
519,João Cancelo,26,28,27,2299,25.5,2,3,182.0,60500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
520,Andy Carroll,31,18,4,392,4.4,1,0,193.0,1650000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
521,Scott Carson,34,1,1,90,1.0,0,0,188.0,550000.0,2020.0,0,0,1,0,0,1,0,0,1,1,0,0
522,Matty Cash,22,28,28,2372,26.4,0,2,185.0,24200000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
523,Kiko Casilla,33,3,3,270,3.0,0,0,190.0,880000.0,2020.0,0,0,1,0,0,1,0,1,0,0,1,0
524,Timothy Castagne,24,27,27,2345,26.1,2,3,185.0,30800000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
525,Ivan Cavaleiro,26,36,27,2472,27.5,3,0,175.0,7700000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
526,Edinson Cavani,33,26,13,1375,15.3,10,3,184.0,6600000.0,2020.0,0,0,1,0,1,0,0,0,1,0,0,1
527,Dani Ceballos,23,25,17,1615,17.9,0,3,179.0,29700000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
528,Calum Chambers,25,10,8,753,8.4,0,2,182.0,13200000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
529,Ben Chilwell,23,27,27,2286,25.4,3,5,180.0,49500000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
530,Hamza Choudhury,22,10,4,316,3.5,0,0,178.0,7700000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
531,Andreas Christensen,24,17,15,1371,15.2,0,0,188.0,33000000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
532,Carney Chukwuemeka,16,2,0,20,0.2,0,0,185.0,1100000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
533,Ciaran Clark,30,22,21,1891,21.0,1,0,188.0,3300000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
534,Nathaniel Clyne,29,13,13,1145,12.7,0,1,175.0,3300000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
535,Conor Coady,27,37,37,3303,36.7,1,0,185.0,27500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
536,Aaron Connolly,20,17,9,791,8.8,2,1,175.0,7700000.0,2020.0,0,0,1,0,1,0,0,1,0,1,0,0
537,Liam Cooper,28,25,25,2185,24.3,1,0,186.0,7700000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
538,Theo Corbeanu,18,1,0,9,0.1,0,0,190.0,550000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
539,Jack Cork,31,16,15,1350,15.0,0,0,185.0,5500000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
540,Hélder Costa,26,22,13,1156,12.8,3,3,179.0,11000000.0,2020.0,0,1,0,0,1,0,0,1,0,0,1,0
541,Aaron Cresswell,30,36,36,3170,35.2,0,8,170.0,5500000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
542,Patrick Cutrone,22,2,0,25,0.3,0,0,183.0,9900000.0,2020.0,0,0,1,0,1,0,0,1,0,0,1,0
543,Stuart Dallas,29,38,38,3409,37.9,8,2,183.0,4400000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
544,Scott Dann,33,15,15,1350,15.0,1,0,194.0,1650000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
545,Karl Darlow,29,25,25,2250,25.0,0,0,190.0,3300000.0,2020.0,0,0,1,0,0,1,0,1,0,1,0,0
546,Ben Davies,27,20,14,1346,15.0,0,1,185.0,3300000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
547,Ben Davies,27,20,14,1346,15.0,0,1,181.0,17600000.0,2020.0,0,1,0,1,0,0,0,0,1,1,0,0
548,Tom Davies,22,25,17,1423,15.8,0,1,180.0,19800000.0,2020.0,0,0,1,0,0,0,1,1,0,1,0,0
549,Keinan Davis,22,15,1,277,3.1,1,1,189.0,3300000.0,2020.0,0,1,0,0,0,0,1,1,0,1,0,0
550,Leif Davis,20,2,0,33,0.4,0,0,180.0,880000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
551,Craig Dawson,30,22,22,1925,21.4,3,0,188.0,5500000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
552,Craig Dawson,30,22,22,1925,21.4,3,0,188.0,5280000.0,2020.0,0,0,1,1,0,0,0,1,0,1,0,0
553,Kevin De Bruyne,29,25,23,1997,22.2,6,12,181.0,110000000.0,2020.0,0,0,1,0,0,0,1,0,1,0,1,0
554,Liam Delap,17,1,0,40,0.4,0,0,186.0,1100000.0,2020.0,0,0,1,0,1,0,0,0,1,1,0,0
555,Fabian Delph,30,8,2,266,3.0,0,0,174.0,3850000.0,2020.0,0,1,0,1,0,0,0,1,0,1,0,0
556,Leander Dendoncker,25,33,28,2503,27.8,1,0,188.0,33000000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
557,Mbaye Diagne,28,16,14,1189,13.2,3,2,191.0,3300000.0,2020.0,0,0,1,0,1,0,0,1,0,0,0,1
558,Amad Diallo,18,3,2,166,1.8,0,1,173.0,19800000.0,2020.0,0,1,0,0,1,0,0,0,1,0,0,1
559,Ibrahima Diallo,21,22,10,1020,11.3,0,0,179.0,16500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
560,Grady Diangana,22,20,15,1235,13.7,1,0,180.0,11000000.0,2020.0,0,1,0,0,1,0,0,1,0,1,0,0
561,Rúben Dias,23,32,32,2843,31.6,1,0,187.0,82500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
562,Eric Dier,26,28,28,2520,28.0,0,0,188.0,24200000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
563,Lucas Digne,27,30,30,2681,29.8,0,7,178.0,38500000.0,2020.0,0,1,0,1,0,0,0,1,0,0,1,0
564,Virgil van Dijk,29,5,5,370,4.1,1,0,193.0,60500000.0,2020.0,0,0,1,1,0,0,0,0,1,0,1,0
565,Issa Diop,23,18,15,1381,15.3,2,0,194.0,19800000.0,2020.0,0,0,1,1,0,0,0,1,0,0,1,0
566,Moussa Djenepo,22,27,15,1240,13.8,1,0,177.0,14300000.0,2020.0,0,0,1,0,0,0,1,1,0,0,0,1
567,Matt Doherty,28,17,13,1240,13.8,0,2,185.0,17600000.0,2020.0,0,0,1,1,0,0,0,0,1,1,0,0
568,Abdoulaye Doucouré,27,29,29,2443,27.1,2,3,183.0,27500000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
569,Abdoulaye Doucouré,27,29,29,2443,27.1,2,3,183.0,22000000.0,2020.0,0,0,1,0,0,0,1,1,0,0,1,0
